xflr5 v6.61

Plane Name
T1-10.0 m/s-Panel-Inviscid
QInf  =,   10.000000 ,m/s
Alpha = ,  13.000000
Beta  = ,   0.000�
Phi   = ,   0.000�
Ctrl  = ,   0.000
CL    = ,   1.223133
Cy    = ,  -0.000000
Cd=,   0.053412,ICd=,    0.053412,PCd=,    0.000000
Cl   = ,-1.82527e-16
Cm   =,    -1.37982
ICn=,    0.000000,PCn=,    0.000000
XCP=,    2.472395, YCP=,    0.000000, ZCP=,    0.328419 
XNP=,    0.000000
Bending =, 4678.204259

Main Wing
  y-span,Chord,Ai,Cl,PCd,ICd,CmGeom,CmAirf@chord/4,XTrtop,XTrBot,XCP,BM
   -8.7873,   0.9851,-10.682, 0.310726, 0.000000, 0.058606,-1.713770, 0.022753, 0.0000, 0.0000, 0.1938, 0.0000
   -8.7526,   0.9935, -7.610, 0.518545, 0.000000, 0.069254,-2.506812, 0.004455, 0.0000, 0.0000, 0.2406, 0.0115
   -8.6834,   1.0102, -6.578, 0.719496, 0.000000, 0.082919,-3.202344, 0.013259, 0.0000, 0.0000, 0.2285, 0.1508
   -8.5799,   1.0352, -5.691, 0.891776, 0.000000, 0.088808,-3.826635, 0.006351, 0.0000, 0.0000, 0.2395, 0.7666
   -8.4426,   1.0684, -4.930, 1.031732, 0.000000, 0.088905,-4.263322,-0.005114, 0.0000, 0.0000, 0.2518, 2.5418
   -8.2719,   1.1096, -4.277, 1.140061, 0.000000, 0.085160,-4.492180,-0.016796, 0.0000, 0.0000, 0.2616, 6.5653
   -8.0686,   1.1587, -3.722, 1.219780, 0.000000, 0.079220,-4.534816,-0.026793, 0.0000, 0.0000, 0.2688,14.3757
   -7.8334,   1.2155, -3.263, 1.275269, 0.000000, 0.072559,-4.430077,-0.034501, 0.0000, 0.0000, 0.2739,27.9809
   -7.5674,   1.2798, -2.902, 1.311320, 0.000000, 0.066307,-4.220287,-0.040063, 0.0000, 0.0000, 0.2774,49.8596
   -7.2714,   1.3513, -2.633, 1.332335, 0.000000, 0.061092,-3.942780,-0.043929, 0.0000, 0.0000, 0.2797,82.9497
   -6.9468,   1.4297, -2.446, 1.341930, 0.000000, 0.057121,-3.627052,-0.046567, 0.0000, 0.0000, 0.2814,130.6260
   -6.5947,   1.5148, -2.325, 1.342840, 0.000000, 0.054300,-3.294839,-0.048341, 0.0000, 0.0000, 0.2827,196.6657
   -6.2166,   1.6061, -2.258, 1.337114, 0.000000, 0.052491,-2.961334,-0.049532, 0.0000, 0.0000, 0.2837,285.2008
   -5.8140,   1.7034, -2.234, 1.326178, 0.000000, 0.051479,-2.636657,-0.050327, 0.0000, 0.0000, 0.2846,400.6547
   -5.3885,   1.8062, -2.243, 1.311021, 0.000000, 0.051066,-2.327200,-0.050856, 0.0000, 0.0000, 0.2854,547.6615
   -4.9416,   1.9142, -2.277, 1.292300, 0.000000, 0.051076,-2.036733,-0.051217, 0.0000, 0.0000, 0.2862,730.9675
   -4.4753,   2.0268, -2.330, 1.270430, 0.000000, 0.051361,-1.767290,-0.051464, 0.0000, 0.0000, 0.2870,955.3146
   -3.9913,   2.1437, -2.397, 1.245619, 0.000000, 0.051762,-1.519584,-0.051669, 0.0000, 0.0000, 0.2879,1225.3070
   -3.4916,   2.2645, -2.473, 1.217939, 0.000000, 0.052150,-1.293603,-0.051911, 0.0000, 0.0000, 0.2890,1545.2628
   -2.9781,   2.3885, -2.550, 1.187312, 0.000000, 0.052362,-1.088881,-0.052298, 0.0000, 0.0000, 0.2904,1919.0541
   -2.4528,   2.5154, -2.622, 1.153530, 0.000000, 0.052200,-0.904774,-0.053022, 0.0000, 0.0000, 0.2922,2349.9379
   -1.9178,   2.6447, -2.678, 1.116226, 0.000000, 0.051390,-0.740645,-0.054472, 0.0000, 0.0000, 0.2949,2840.3828
   -1.3753,   2.7757, -2.696, 1.074739, 0.000000, 0.049479,-0.596282,-0.057395, 0.0000, 0.0000, 0.2994,3391.8937
   -0.8274,   2.9081, -2.642, 1.027359, 0.000000, 0.045508,-0.472476,-0.063412, 0.0000, 0.0000, 0.3073,4004.8336
   -0.2762,   3.0413, -2.412, 0.960027, 0.000000, 0.034616,-0.372827,-0.077490, 0.0000, 0.0000, 0.3246,4678.2043
    0.2762,   3.0413, -2.412, 0.960027, 0.000000, 0.034616,-0.372827,-0.077490, 0.0000, 0.0000, 0.3246,4678.2043
    0.8274,   2.9081, -2.642, 1.027359, 0.000000, 0.045508,-0.472476,-0.063412, 0.0000, 0.0000, 0.3073,4004.8336
    1.3753,   2.7757, -2.696, 1.074739, 0.000000, 0.049479,-0.596282,-0.057395, 0.0000, 0.0000, 0.2994,3391.8937
    1.9178,   2.6447, -2.678, 1.116226, 0.000000, 0.051390,-0.740645,-0.054472, 0.0000, 0.0000, 0.2949,2840.3828
    2.4528,   2.5154, -2.622, 1.153530, 0.000000, 0.052200,-0.904774,-0.053022, 0.0000, 0.0000, 0.2922,2349.9379
    2.9781,   2.3885, -2.550, 1.187312, 0.000000, 0.052362,-1.088881,-0.052298, 0.0000, 0.0000, 0.2904,1919.0541
    3.4916,   2.2645, -2.473, 1.217939, 0.000000, 0.052150,-1.293603,-0.051911, 0.0000, 0.0000, 0.2890,1545.2628
    3.9913,   2.1437, -2.397, 1.245619, 0.000000, 0.051762,-1.519584,-0.051669, 0.0000, 0.0000, 0.2879,1225.3070
    4.4753,   2.0268, -2.330, 1.270430, 0.000000, 0.051361,-1.767290,-0.051464, 0.0000, 0.0000, 0.2870,955.3146
    4.9416,   1.9142, -2.277, 1.292300, 0.000000, 0.051076,-2.036733,-0.051217, 0.0000, 0.0000, 0.2862,730.9675
    5.3885,   1.8062, -2.243, 1.311021, 0.000000, 0.051066,-2.327200,-0.050856, 0.0000, 0.0000, 0.2854,547.6615
    5.8140,   1.7034, -2.234, 1.326178, 0.000000, 0.051479,-2.636657,-0.050327, 0.0000, 0.0000, 0.2846,400.6547
    6.2166,   1.6061, -2.258, 1.337114, 0.000000, 0.052491,-2.961334,-0.049532, 0.0000, 0.0000, 0.2837,285.2008
    6.5947,   1.5148, -2.325, 1.342840, 0.000000, 0.054300,-3.294839,-0.048341, 0.0000, 0.0000, 0.2827,196.6657
    6.9468,   1.4297, -2.446, 1.341930, 0.000000, 0.057121,-3.627052,-0.046567, 0.0000, 0.0000, 0.2814,130.6260
    7.2714,   1.3513, -2.633, 1.332335, 0.000000, 0.061092,-3.942780,-0.043929, 0.0000, 0.0000, 0.2797,82.9497
    7.5674,   1.2798, -2.902, 1.311320, 0.000000, 0.066307,-4.220287,-0.040063, 0.0000, 0.0000, 0.2774,49.8596
    7.8334,   1.2155, -3.263, 1.275269, 0.000000, 0.072559,-4.430077,-0.034501, 0.0000, 0.0000, 0.2739,27.9809
    8.0686,   1.1587, -3.722, 1.219780, 0.000000, 0.079220,-4.534816,-0.026793, 0.0000, 0.0000, 0.2688,14.3757
    8.2719,   1.1096, -4.277, 1.140061, 0.000000, 0.085160,-4.492180,-0.016796, 0.0000, 0.0000, 0.2616, 6.5653
    8.4426,   1.0684, -4.930, 1.031732, 0.000000, 0.088905,-4.263322,-0.005114, 0.0000, 0.0000, 0.2518, 2.5418
    8.5799,   1.0352, -5.691, 0.891776, 0.000000, 0.088808,-3.826635, 0.006351, 0.0000, 0.0000, 0.2395, 0.7666
    8.6834,   1.0102, -6.578, 0.719496, 0.000000, 0.082919,-3.202344, 0.013259, 0.0000, 0.0000, 0.2285, 0.1508
    8.7526,   0.9935, -7.610, 0.518545, 0.000000, 0.069254,-2.506812, 0.004455, 0.0000, 0.0000, 0.2406, 0.0115
    8.7873,   0.9851,-10.682, 0.310726, 0.000000, 0.058606,-1.713770, 0.022753, 0.0000, 0.0000, 0.1938, 0.0000
